1.0,2.0,100.0,72.0,99.29694512757186,89.48802148812916
1.0,5.0,85.0,91.0,97.63665054302015,77.7405579303129
1.0,16.0,99.0,86.0,97.548426017931,77.20762334682584
1.0,23.0,84.0,92.0,97.54842554016041,77.20762205569976
1.0,15.0,88.0,94.0,97.54842690352791,77.20762598250647
1.0,9.0,93.0,82.0,97.54933046933574,77.21179344789168
1.0,29.0,98.0,92.0,97.54842553980635,77.20762205496007
1.0,22.0,87.0,81.0,97.54842554079046,77.20762205705705
1.0,30.0,106.0,102.0,97.54842553980583,77.20762205495907
1.0,12.0,102.0,92.0,97.54845887318149,77.20774243510762
2.0,4.0,116.0,104.0,99.0238146394733,89.19377694029697
2.0,22.0,95.0,88.0,97.54842554224287,77.20762206228449
2.0,24.0,115.0,110.0,97.54842554010455,77.20762205574837
2.0,29.0,99.0,90.0,97.54842553980728,77.20762205496224
2.0,4.0,95.0,104.0,99.0238146394733,89.19377694029697
2.0,23.0,105.0,87.0,97.54842554065611,77.20762205734704
2.0,15.0,100.0,117.0,97.54843081278871,77.20764946359338
2.0,3.0,121.0,105.0,99.90174809405528,96.10941924943334
3.0,6.0,106.0,98.0,98.95957918921067,89.38240049625887
3.0,24.0,100.0,108.0,97.54842554082929,77.20762205976393
3.0,30.0,77.0,114.0,97.54842553980708,77.20762205496295
3.0,15.0,92.0,103.0,97.548468632048,77.20793453063587
3.0,8.0,102.0,96.0,97.78136475179875,79.06269168357628
3.0,20.0,98.0,93.0,97.54842564305021,77.2076226841065
3.0,22.0,104.0,96.0,97.548425549799,77.20762210912245
4.0,23.0,92.0,91.0,97.5484255649331,77.20762223565018
4.0,26.0,106.0,113.0,97.54842554046554,77.20762205928702
4.0,12.0,102.0,103.0,97.57034708518935,77.38117357680721
4.0,12.0,80.0,71.0,97.57034708518935,77.38117357680721
4.0,21.0,75.0,98.0,97.54842583431834,77.20762425284742
4.0,10.0,101.0,106.0,97.79322706735863,79.18888962319426
