4.0,14.0,92.0,107.0,97.5502297014924,77.22181304131868
5.0,9.0,88.0,82.0,99.61096770822917,96.03260411885785
5.0,27.0,105.0,116.0,97.54842554184214,77.20762207046825
5.0,26.0,104.0,86.0,97.54842554686724,77.2076221092405
5.0,6.0,94.0,108.0,100.17788970796978,100.34928968970058
5.0,14.0,113.0,93.0,97.57189790449411,77.39455297716589
5.0,29.0,97.0,95.0,97.5484255399767,77.20762205622822
5.0,18.0,106.0,105.0,97.54858216604318,77.20886279539786
6.0,12.0,95.0,92.0,99.05164433989555,90.59503926842035
6.0,9.0,102.0,93.0,99.98529767593622,99.69631066470595
6.0,25.0,99.0,94.0,97.54842585653503,77.20762456575753
6.0,23.0,92.0,95.0,97.54842943505984,77.20765298685441
6.0,28.0,105.0,101.0,97.54842554717052,77.20762211306527
6.0,8.0,97.0,106.0,100.0456215381833,100.03381332612784
7.0,24.0,107.0,104.0,97.54844026231758,77.20773922418988
7.0,21.0,119.0,115.0,97.54906227590328,77.21269127232213
7.0,13.0,98.0,115.0,99.65050532959737,96.49539522745322
7.0,18.0,98.0,75.0,97.5756773927498,77.42513357558553
7.0,24.0,115.0,124.0,97.54844026231758,77.20773922418988
7.0,23.0,110.0,103.0,97.54847722000248,77.20803340303075
7.0,16.0,96.0,105.0,97.84679127921021,79.64634005394083
8.0,13.0,92.0,107.0,99.97127072250115,99.69982793533494
8.0,19.0,118.0,111.0,97.6486092777192,78.01256075386969
8.0,21.0,94.0,119.0,97.55687013451467,77.27491447930724
8.0,27.0,99.0,109.0,97.54843006512587,77.20765808327354
8.0,12.0,76.0,73.0,99.99566822383414,99.92328035884248
8.0,24.0,122.0,97.0,97.54862134059093,77.20918109605803
8.0,26.0,105.0,110.0,97.54844142682649,77.20774854449735
9.0,15.0,105.0,95.0,99.97233219909992,99.71921309130136
9.0,27.0,87.0,104.0,97.54848575215976,77.20810151149024
9.0,12.0,98.0,96.0,100.00853895906201,100.01577204049835
9.0,26.0,95.0,90.0,97.54863692422464,77.2093052918994
9.0,24.0,86.0,88.0,97.55102857348186,77.22835447398755
10.0,18.0,110.0,101.0,99.91093933477762,99.10670279156346
10.0,29.0,106.0,91.0,97.54849054849609,77.20813971490664
10.0,27.0,110.0,99.0,97.54922661788322,77.21400143104586
10.0,21.0,115.0,127.0,98.47951483801432,85.20467953334278
10.0,26.0,128.0,108.0,97.55123573238785,77.2300050882716
10.0,21.0,91.0,86.0,98.47951483801432,85.20467953334278
11.0,29.0,117.0,91.0,97.5492904292001,77.2145096549575
11.0,12.0,110.0,100.0,100.04010509277708,100.09748352965673
11.0,13.0,95.0,110.0,100.01471315501858,100.03567473472236
11.0,20.0,120.0,96.0,99.91726210617375,99.17032916491029
11.0,18.0,114.0,112.0,99.99316532167133,99.93075676179676
11.0,18.0,113.0,101.0,99.99316532167133,99.93075676179676
12.0,16.0,112.0,89.0,100.0014468094746,100.00319608654243
12.0,23.0,106.0,95.0,99.74991232953337,97.49432029987955
12.0,29.0,105.0,101.0,97.55988631702026,77.29897835480705
12.0,13.0,96.0,103.0,100.0307461445899,100.07474891694278
12.0,30.0,94.0,96.0,97.55170082915654,77.23371074585816
13.0,20.0,111.0,80.0,99.99957094320739,99.99528477255916
13.0,26.0,126.0,99.0,99.33861469051617,93.40621012168941
13.0,16.0,90.0,104.0,100.003126717565,100.00757815115523
13.0,24.0,121.0,120.0,99.92867319509904,99.2848127343406
13.0,25.0,106.0,102.0,99.76661391267558,97.66141266326039
14.0,23.0,113.0,111.0,99.99843422791523,99.98425774606753
14.0,17.0,101.0,93.0,100.00238895859601,100.005802154274
14.0,29.0,85.0,94.0,98.66195275425362,86.89280892122324
14.0,27.0,112.0,110.0,99.78231088521798,97.81849715772856
14.0,24.0,106.0,112.0,99.99449439804692,99.94477762648657
15.0,17.0,96.0,83.0,100.00502051975872,100.01220644845966
15.0,24.0,102.0,101.0,99.99958947447439,99.99585178583482
15.0,27.0,95.0,87.0,99.98218091746011,99.82131867260013
15.0,26.0,111.0,110.0,99.99489862307959,99.94884187043228
16.0,17.0,88.0,89.0,100.01053353841698,100.02561128311399
16.0,19.0,91.0,105.0,100.0013928643709,100.00338617665143
16.0,23.0,87.0,91.0,100.00001529353838,99.99996975708515
16.0,18.0,102.0,92.0,100.00383417134917,100.00932230527113
17.0,19.0,103.0,114.0,100.00292776684411,100.00711855995188
17.0,28.0,89.0,92.0,99.99964457239759,99.99643352518171
17.0,18.0,103.0,86.0,100.00804918299644,100.01957083103301
18.0,25.0,91.0,116.0,100.00001346380216,100.000028043459
18.0,21.0,99.0,113.0,100.0008117241096,100.00197360094629
18.0,24.0,111.0,113.0,100.00003862793294,100.00009258367166
18.0,26.0,101.0,113.0,100.00000294114982,99.99999067618201
19.0,24.0,72.0,74.0,100.00008160375324,100.00019831152389
19.0,30.0,85.0,92.0,99.99997542544641,99.99975216322957
19.0,26.0,89.0,99.0,100.00001058523208,100.00002449909627
20.0,23.0,81.0,97.0,100.00047298349288,100.00115001331291
20.0,30.0,91.0,101.0,99.99999853151232,99.99998229677271
20.0,23.0,91.0,83.0,100.00047298349288,100.00115001331291
21.0,28.0,108.0,104.0,100.00000625054612,100.00001511147244
21.0,24.0,137.0,134.0,100.00036103774772,100.00087782920636
21.0,25.0,89.0,106.0,100.0001310291441,100.00031858321157
22.0,23.0,88.0,96.0,100.00209099855402,100.00508406887882
22.0,28.0,95.0,108.0,100.00001317011348,100.00003201543524
23.0,30.0,76.0,111.0,100.00000364737544,100.00000886225936
24.0,27.0,91.0,107.0,100.0001605629392,100.0003903938734
24.0,25.0,118.0,113.0,100.00121869466909,100.00296314296955
25.0,29.0,92.0,89.0,100.00004447574017,100.00010813862451
25.0,28.0,102.0,97.0,100.00012255672667,100.0002979853029
26.0,29.0,90.0,102.0,100.0000935464297,100.00022744946045
27.0,30.0,93.0,101.0,100.00007140291186,100.00017360955263
