1.0,2.0,100.0,72.0,113.24539953142252,83.36953772565089
1.0,5.0,85.0,91.0,116.45825236301809,79.97888682890442
1.0,16.0,99.0,86.0,115.43856854720099,77.89884626610977
1.0,23.0,84.0,92.0,114.09942133675295,77.14496021239106
1.0,15.0,88.0,94.0,115.63352016212784,78.01265493302577
1.0,9.0,93.0,82.0,116.68062981184086,78.77695045459633
1.0,29.0,98.0,92.0,113.07493531012304,76.58721584979858
1.0,22.0,87.0,81.0,114.28400997547139,77.24699843458748
1.0,30.0,106.0,102.0,112.92050265749995,76.50434900824554
1.0,12.0,102.0,92.0,116.2028570489181,78.36556516766981
2.0,4.0,116.0,104.0,117.8891326267301,81.82921043707057
2.0,22.0,95.0,88.0,117.04015735424282,78.82945033597385
2.0,24.0,115.0,110.0,116.66875204836207,78.60928477913035
2.0,29.0,99.0,90.0,115.70077594508531,78.0459477368224
2.0,4.0,95.0,104.0,117.8891326267301,81.82921043707057
2.0,23.0,105.0,87.0,116.85601595966601,78.72000226032473
2.0,15.0,100.0,117.0,118.21123507679704,79.54374915947048
2.0,3.0,121.0,105.0,116.86848226570982,82.85477597806566
